Maximum Temperature,Minimum Temperature,Temperature,Heat Index,Precipitation,Wind Speed,Wind Direction,Visibility,Cloud Cover,Relative Humidity
28.3,28.3,28.3,30,0,13.6,107,10.3,35,60.41
27,27,27,28.2,0,13,100,10.5,27.5,61.61
25,25,25,,0,13,100,10.5,27.5,73.8
26.1,26.1,26.1,,0,11.2,110,10.5,40,70.43
26,26,26,,0,14.8,120,10.5,27.5,73.97
26,26,26,,0,11.2,120,10.5,27.5,73.97
26.2,26.2,26.2,,0,13,130,10,60,74
26,26,26,,0,9.4,150,10.5,27.5,69.55
25,25,25,,0,3.6,140,10.5,27.5,73.8
24.3,24.3,24.3,,0,4.2,147,10.3,35,82.52
,,,,0,,,,,
,,,,0,,,,,
22.3,22.3,22.3,,0,6.8,270,7,13.3,88.46
22,22,22,,0,7.6,270,5,0,88.44
21,21,21,,0,5.4,230,4,0,94.02
22.9,22.9,22.9,,0,3.6,270,5,10,88.51
25.1,25.1,25.1,,0,0,,7,0,78.5
27,27,27,29.2,0,1.8,,8,0,74.14
28,28,28,29.6,0,11.2,110,10,15,62.21
28,28,28,29.7,0,14.8,120,10,0,61.84
,,,,0,,,,,
29.2,29.2,29.2,30.4,0,18.4,110,10,15,53.65
28,28,28,28.9,0,18.4,100,10,0,54.58
,,,,0,,,,,
28.2,28.2,28.2,29.5,0,16.6,80,10,15,57.56
,,,,0,,,,,
26.1,26.1,26.1,,0,11.2,90,11,30,65.37
25.7,25.7,25.7,,0,13,107,10.3,31.7,71.38
25,25,25,,0,11.2,110,10.5,27.5,73.8
25.1,25.1,25.1,,0,13,110,11,30,73.81
25.4,25.4,25.4,,0,11.2,130,10,30,78.55
24,24,24,,0,3.6,160,10,0,78.35
23,23,23,,0,0,0,10,0,83.22
22,22,22,,0,5.4,260,10,0,83.11
,,,,0,,,,,
,,,,0,,,,,
21.3,21.3,21.3,,0,3.6,250,6,10,87.47
,,,,0,,,,,
20,20,20,,0,3.6,190,4,0,88.27
22,22,22,,0,9.4,240,4,25,87.61
24,24,24,,0,7.6,260,4,0,78.35
27,27,27,28.5,0,7.6,210,5,0,65.56
28,28,28,29.5,0,5.4,140,8,35,61.45
28,28,28,28.9,0,13,110,10.5,27.5,54.58
29,29,29,29.8,0,13,90,10.5,27.5,51.5
29,29,29,30.2,0,13,90,10.3,21.7,53.82
30,30,30,30.4,0,14.8,90,10.5,27.5,45.64
29.1,29.1,29.1,29.9,0,16.6,100,11,30,51.52
28.5,28.5,28.5,29.4,0,14.8,100,10.3,21.7,52.8
27,27,27,27.7,0,14.8,100,10.5,27.5,54.33
26.1,26.1,26.1,,0,11.2,110,11,30,57.65
25.6,25.6,25.6,,0,11.2,130,10.5,5,68.4
25,25,25,,0,11.2,120,10.5,0,69.36
25,25,25,,0,9.4,120,10.5,0,69.36
25.1,25.1,25.1,,0,9.4,130,10.5,5,79.72
24,24,24,,0,7.6,160,10.5,0,78.35
23,23,23,,0,5.4,210,9,0,83.22
22.3,22.3,22.3,,0,0,0,8,3.3,82.29
,,,,0,,,,,
,,,,0,,,,,
21.9,21.9,21.9,,0,0,,5,10,90.08
20.1,20.1,20.1,,0,0,,3,0,88.27
21,21,21,,0,0,0,2,27.5,88.35
22,22,22,,0,5.4,230,3,10,91.6
26,26,26,,0,0,0,4,0,69.55
27.1,27.1,27.1,28.9,0,9.4,140,8,0,69.74
28,28,28,30.6,0,16.6,130,10,5,69.91
28,28,28,30.1,0,13,130,10.5,27.5,65.77
29,29,29,32,0,18.4,100,10.5,27.5,65.98
29,29,29,31.3,0,16.6,90,10.3,21.7,61.06
29,29,29,31.4,0,14.8,70,10.5,27.5,62.06
29,29,29,30.3,0,14.8,100,10.5,27.5,54.83
28.6,28.6,28.6,29.8,0,13,100,10.5,20,55.6
27,27,27,28.5,0,11.2,120,10.5,27.5,65.56
26.1,26.1,26.1,,0,13,120,11,30,69.56
26.4,26.4,26.4,,0,13,110,10.3,21.7,71.81
26,26,26,,0,14.8,100,10.5,27.5,73.97
26,26,26,,0,13,90,10.5,27.5,73.97
26.3,26.3,26.3,,0,13.6,87,10.3,21.7,72.98
26,26,26,,0,13,70,10.5,27.5,73.97
,,,,0,,,,,
25.9,25.9,25.9,,0,5.4,210,10,30,80.07
25,25,25,,0,0,0,10.5,27.5,78.5
23,23,23,,0,3.6,270,10.5,27.5,88.52
23.3,23.3,23.3,,0,0,0,10.3,21.7,82.91
22.1,22.1,22.1,,0,5.4,240,11,30,83.11
21,21,21,,0,0,0,3,27.5,88.35
23.1,23.1,23.1,,0,5.4,270,4,21.7,86.74
26.1,26.1,26.1,,0,5.4,280,5,30,73.98
27,27,27,29.2,0,13,80,9,27.5,74.14
28.1,28.1,28.1,30.5,0,15.7,115,10.5,30,68.04
,,,,0,,,,,
,,,,0,,,,,
29.1,29.1,29.1,31.5,0,18.4,100,10,30,62.45
,,,,0,,,,,
,,,,0,,,,,
28.3,28.3,28.3,30,0,22.3,70,10.3,28.3,61.27
27.1,27.1,27.1,28.9,0,18.4,80,11,30,69.74
,,,,0,,,,,
27.3,27.3,27.3,29.3,0,13,100,10.5,45,68.74
26.1,26.1,26.1,,0,16.6,100,11,30,73.98
26,26,26,,0,16.6,100,10.5,27.5,73.97
27,27,27,29,0,16.6,70,10.3,35,71.04
25.1,25.1,25.1,,0,9.4,100,11,30,78.5
26.1,26.1,26.1,,0,9.4,40,9,30,73.98
25.5,25.5,25.5,,0,11.2,100,9,45,78.1
32,32,32,34.2,0,9.4,140,8,0,49.14
,,,,0,,,,,
22.2,22.2,22.2,,0,8.2,220,6,38.3,84
,,,,0,,,,,
21,21,21,,0,7.6,270,4,27.5,88.35
22.7,22.7,22.7,,0,0,,4,30,87.95
26,26,26,,0,1.8,,5,27.5,73.97
28,28,28,29.7,0,16.6,120,9,27.5,61.84
28.3,28.3,28.3,29.3,0,13,115,10.5,30,54.67
29,29,29,30.3,0,13,120,10.5,27.5,54.83
28,28,28,29.2,0,14.8,120,10.5,27.5,58.11
29.2,29.2,29.2,31.4,0,15.4,93,10.3,28.3,60.24
29,29,29,30.8,0,16.6,100,10.5,27.5,58.35
29,29,29,30.8,0,18.4,90,10.5,27.5,58.35
28.2,28.2,28.2,30,0,17.2,93,10.3,31.7,61.5
27,27,27,28.5,0,18.4,100,10.5,27.5,65.56
26,26,26,,0,16.6,100,10.5,27.5,69.55
26.5,26.5,26.5,,0,14.8,100,10.3,35,68.23
26.1,26.1,26.1,,0,13,100,11,30,69.56
26,26,26,,0,13,120,10.5,27.5,73.97
26.1,26.1,26.1,,0,10,120,10.3,38.3,73.99
24,24,24,,0,7.6,110,10.5,27.5,83.34
,,,,0,,,,,
23.4,23.4,23.4,,0,6.8,263,10.3,38.3,83.27
,,,,0,,,,,
,,,,0,,,,,
22.6,22.6,22.6,,0,0,,6,50,87.4
21,21,21,,0,3.6,250,6,30,94.02
21,21,21,,0,5.4,280,4,27.5,88.35
23,23,23,,0,4.8,267,4,10,92.03
,,,,0,,,,,
28,28,28,29.7,0,9.4,100,10,0,61.84
29,29,29,30.6,0,13,80,10,15,56.69
29,29,29,30.8,0,13,110,10.5,27.5,58.35
30,30,30,31.3,0,16.6,110,10.5,27.5,51.76
30.1,30.1,30.1,31.1,0,14.8,120,10,15,49.41
30,30,30,30.8,0,18.4,100,10,0,48.62
29.1,29.1,29.1,29.5,0,18.4,90,10,0,48.37
29.3,29.3,29.3,30.1,0,18.4,80,10,15,50.3
28.1,28.1,28.1,28.9,0,14.8,80,10,0,54.6
27,27,27,28.2,0,14.8,100,10,0,61.61
26.6,26.6,26.6,,0,16.6,100,10,15,66.86
26,26,26,,0,14.8,120,10,0,73.97
26,26,26,,0,9.4,140,10,0,73.97
25.2,25.2,25.2,,0,3.6,140,10,15,78.53
25.1,25.1,25.1,,0,0,,10,0,78.5
24,24,24,,0,0,0,10,0,83.34
23.5,23.5,23.5,,0,0,0,10,15,83.12
,,,,0,,,,,
,,,,0,,,,,
22.3,22.3,22.3,,0,5.4,260,4,10,88.1
21,21,21,,0,0,0,4,0,88.35
21,21,21,,0,0,,2,0,88.36
22.7,22.7,22.7,,0,0,,1,10,85.27
27,27,27,28.8,0,0,0,2,0,69.74
28.1,28.1,28.1,29.7,0,7.6,130,4,0,61.85
29.2,29.2,29.2,31.4,0,11.2,120,7,21.7,60.59
29,29,29,30.8,0,16.6,110,10.5,27.5,58.35
30,30,30,31.3,0,16.6,110,10.5,27.5,51.76
30.9,30.9,30.9,33.2,0,16.6,100,10.5,40,53.94
31.1,31.1,31.1,33.8,0,18.4,100,11,30,55.33
30,30,30,32.6,0,20.5,100,10.5,27.5,58.58
29.3,29.3,29.3,31.2,0,18.4,103,10.3,60,57.82
,,,,0,,,,,
27,27,27,28.8,0,13,110,8,27.5,69.74
27.7,27.7,27.7,29.8,0,16.6,105,7,30,67.76
27,27,27,28.8,0,14.8,100,7,27.5,69.74
26.1,26.1,26.1,,0,14.8,100,7,30,73.98
26.6,26.6,26.6,,0,11.2,113,7,3.3,72.58
25,25,25,,0,7.6,120,7,0,83.45
25,25,25,,0,5.4,170,7,27.5,83.45
25.1,25.1,25.1,,0,4.5,175,7,20,83.97
25,25,25,,0,1.8,160,7,27.5,83.45
,,,,0,,,,,
24.4,24.4,24.4,,0,0,,5,10,85.97
22,22,22,,0,3.6,250,4,27.5,94.06
22,22,22,,0,0,0,4,27.5,88.44
23.8,23.8,23.8,,0,0,0,3,21.7,92.82
26.1,26.1,26.1,,0,0,,4,0,83.57
29,29,29,32,0,5.4,120,7,27.5,65.98
29.2,29.2,29.2,32.2,0,11.2,80,10.3,21.7,65.08
30,30,30,34.1,0,13,70,10.5,27.5,66.18
30,30,30,33.3,0,18.4,100,10.5,27.5,62.28
31,31,31,35,0,20.5,110,10.3,21.7,60.28
30,30,30,33.3,0,20.5,100,10.5,27.5,62.28
30,30,30,33.3,0,18.4,110,10.5,27.5,62.28
30.2,30.2,30.2,34,0,14.8,110,10.5,20,63.66
28,28,28,31.3,0,13,110,10.5,27.5,74.3
27,27,27,29.6,0,11.2,100,10.5,27.5,78.78
27.4,27.4,27.4,30.2,0,13,110,10.3,21.7,76.8
27,27,27,29.6,0,16.6,90,10.5,27.5,78.78
27.1,27.1,27.1,29.7,0,16.6,100,11,30,78.79
27.4,27.4,27.4,30.4,0,14.8,90,10.5,30,77.19
27.1,27.1,27.1,29.7,0,16.6,90,11,50,78.79
27,27,27,29.6,0,18.4,80,10.5,50,78.78
27.2,27.2,27.2,30,0,16.6,90,10.3,46.7,78.81
,,,,0,,,,,
,,,,0,,,,,
25.1,25.1,25.1,,0,3.6,280,7,30,88.68
25.1,25.1,25.1,,0,0,,5,50,88.68
25,25,25,,0,5.4,250,3,89,88.68
25,25,25,,0,5.4,260,3,31.7,88.32
28.1,28.1,28.1,32.1,0,0,,5,30,78.93
29,29,29,33.6,0,9.4,130,8,27.5,74.47
29.3,29.3,29.3,32.9,0,9.4,90,10.3,28.3,67.8
,,,,0,,,,,
30,30,30,34.1,0,18.4,100,10.5,27.5,66.18
31.2,31.2,31.2,35.1,0,16.6,110,10,30,59.57
30,30,30,34.1,0,20.5,100,10.5,27.5,66.18
30,30,30,34.1,0,20.5,90,10.5,27.5,66.18
29.3,29.3,29.3,32.5,0,24.1,100,10.3,35,65.37
28,28,28,31.3,0,20.5,90,10.5,27.5,74.3
27.1,27.1,27.1,29.7,0,20.5,100,11,30,78.79
28,28,28,31.5,0,25.9,100,10.3,60,74.91
,,,,0,,,,,
27,27,27,29.6,0,18.4,100,10.5,27.5,78.78
27.4,27.4,27.4,30.4,0,18.4,90,10.5,35,77.19
,,,,0,,,,,
27,27,27,29.6,0,14.8,80,10.5,0,78.78
27,27,27,29.9,0,7.6,60,10.3,60,80.23
,,,,0,,,,,
,,,,0,,,,,
24.2,24.2,24.2,,21,16.6,90,1,89.3,94.16
,,,,0,,,,,
25.1,25.1,25.1,,0,0,,8,50,88.68
25.1,25.1,25.1,,2,0,,10,90,91.4
27.1,27.1,27.1,30.2,0,7.6,170,11,90,83.68
27,27,27,30.1,0,5.4,150,10.5,89,83.68
28.2,28.2,28.2,32.3,0,11.2,130,10.3,89.3,78.63
27.1,27.1,27.1,30.8,0,1.8,,11,90,88.84
29,29,29,34.5,0,18.4,110,10.5,50,79.06
29.4,29.4,29.4,34.2,1,22.3,110,10.3,31.7,73.06
30.1,30.1,30.1,35.2,0,20.5,90,11,30,70.3
29.1,29.1,29.1,32.9,0,22.3,90,11,30,70.12
29.2,29.2,29.2,32.9,0,22.3,100,10.3,31.7,68.61
28.1,28.1,28.1,31.4,0,20.5,90,11,30,74.31
27,27,27,29.6,0,20.5,100,10.5,27.5,78.78
27.3,27.3,27.3,30.6,0,24.1,100,10.3,31.7,82.38
27.1,27.1,27.1,30.2,0,20.5,80,11,30,83.68
27,27,27,30.1,0,20.5,100,10.5,50,83.68
27.3,27.3,27.3,30.2,0,22.3,90,10.3,60,78.03
27,27,27,29.6,0,18.4,100,0,50,78.78
27,27,27,29.6,0,16.6,100,10.5,89,78.78
27.1,27.1,27.1,29.8,0,20.5,100,10.3,79.4,78.32
,,,,0,,,,,
,,,,0,,,,,
27.1,27.1,27.1,29.8,0,20.5,110,10,60,79.27
,,,,0,,,,,
26,26,26,,0,9.4,130,10.5,50,83.57
27,27,27,29.8,0,14.8,130,10.3,89.3,79.42
28,28,28,31.9,0,14.8,130,10.5,27.5,78.92
29,29,29,33.6,0,18.4,120,10.5,50,74.47
29.2,29.2,29.2,33.7,0,22.2,100,10.3,35,72.3
,,,,0,,,,,
30,30,30,35.1,0,25.9,90,10.5,27.5,70.29
30.2,30.2,30.2,34.5,0,27.1,83,10.3,31.7,65.95
30,30,30,34.1,0,27.7,80,10.5,27.5,66.18
30,30,30,33.3,0,31.3,80,10.5,27.5,62.28
29.2,29.2,29.2,33.1,0,31.3,100,10.3,28.3,69.45
28,28,28,31.3,0,27.7,100,10.5,27.5,74.3
27.1,27.1,27.1,29.7,0,20.5,100,11,30,78.79
28,28,28,32,0,24.1,100,9,53.3,78.77
27,27,27,29.6,0,25.9,100,8,50,78.78
,,,,0,,,,,
27.7,27.7,27.7,30.9,0,25.9,80,8,50,77.46
,,,,0,,,,,
,,,,0,,,,,
26.5,26.5,26.5,,0,16.6,110,9,35,81.88
26,26,26,,0,16.6,120,9,50,83.57
27,27,27,29.6,0,16.6,110,8,50,78.78
26.1,26.1,26.1,,0,14.8,120,7,70,85.61
26,26,26,,0,21.8,110,6,27.5,83.57
27.1,27.1,27.1,29.7,0,16.6,100,7,50,78.79
27.4,27.4,27.4,30.3,0,11.2,120,7,100,77.88
27,27,27,30.1,0,7.6,130,7,50,83.68
29,29,29,32.7,0,18.4,130,7,27.5,70.11
30.1,30.1,30.1,34.3,0,20.5,110,8,30,66.19
30,30,30,33.3,0,18.4,110,8,27.5,62.28
30,30,30,32.6,0,18.4,90,10.5,27.5,58.58
30.2,30.2,30.2,33.5,0,14.8,100,10.3,28.3,61.32
30,30,30,33.3,0,18.4,90,10.5,27.5,62.28
30,30,30,32.6,0,18.4,80,10.5,27.5,58.58
30,30,30,32.3,0,16,100,10.3,28.3,57.05
29,29,29,32,0,16.6,110,10.5,27.5,65.98
28.1,28.1,28.1,31.4,0,14.8,110,11,30,74.31
28,28,28,31.4,0,17.8,113,9.7,35,74.61
27,27,27,29.2,0,16.6,110,7,27.5,74.14
28,28,28,30.7,0,16.6,70,7,0,69.92
25.7,25.7,25.7,,0,10.6,103,6.3,3.3,80.87
25,25,25,,0,0,0,5,0,83.45
25,25,25,,0,9.4,260,5,0,83.45
24.2,24.2,24.2,,0,5.4,233,4,3.3,88.08
23,23,23,,0,0,0,4,0,88.52
,,,,0,,,,,
23.7,23.7,23.7,,0,0,,4,10,89.66
23,23,23,,0,0,0,3,0,88.52
22,22,22,,0,3.6,290,3,0,94.06
24,24,24,,0,0,0,4,10,92.27
26,26,26,,0,0,0,8,0,78.64
28,28,28,30.7,0,5.4,130,8,0,69.92
29.1,29.1,29.1,32.7,0,7.6,40,10,30,69.27
,,,,0,,,,,
30,30,30,32.6,0,14.8,140,10,0,58.58
31,31,31,34.5,0,16.6,120,10,15,58.58
31,31,31,33.7,0,14.8,90,10.5,27.5,55.32
31,31,31,33.7,0,14.8,100,10.5,27.5,55.32
30.2,30.2,30.2,34.5,0,20.9,77,11,51.6,65.81
29.1,29.1,29.1,31.4,0,16.6,70,11,30,62.07
28.1,28.1,28.1,30.8,0,16.6,90,11,30,69.93
27.4,27.4,27.4,30.3,0,13,120,10,15,77.11
27.1,27.1,27.1,29.7,0,13,110,10,0,78.79
27,27,27,29.6,0,11.2,120,10,0,78.78
26.2,26.2,26.2,,0,3.6,120,10,15,80.12
,,,,0,,,,,
25,25,25,,0,7.6,240,10,0,83.45
25.4,25.4,25.4,,0,11.2,240,8,30,87.11
,,,,0,,,,,
,,,,0,,,,,
23.3,23.3,23.3,,0,1.2,260,6,10,89.08
23,23,23,,0,0,0,4,0,88.52
23,23,23,,0,0,0,3,0,88.52
24.7,24.7,24.7,,0,7.6,300,3,13.3,88.83
27.1,27.1,27.1,29.3,0,0,,3,0,74.15
29,29,29,31.4,0,3.6,150,5,0,62.06
29.8,29.8,29.8,33,0,9.4,100,7,31.7,62.87
30,30,30,33.3,0,9.4,100,7,27.5,62.28
30,30,30,33.3,0,9.4,50,7,27.5,62.28
30.9,30.9,30.9,34.5,0,13,60,7,21.7,59.63
31,31,31,33.7,0,14.8,50,9,27.5,55.32
31.1,31.1,31.1,33.8,0,16.6,70,9,30,55.33
31,31,31,35.5,0,16.6,60,10.3,21.7,62.87
29,29,29,32,0,24.1,110,10.5,27.5,65.98
,,,,0,,,,,
28.3,28.3,28.3,31.8,0,20.5,100,9.3,28.3,73.61
28.1,28.1,28.1,30.8,0,18.4,100,9,30,69.93
27,27,27,29.2,0,22.3,100,9,27.5,74.14
27.7,27.7,27.7,30.6,0,14.8,40,9,30,75.15
,,,,0,,,,,
25,25,25,,0,11.2,240,8,27.5,83.45
25,25,25,,0,7.6,230,7,48.3,84.3
25.1,25.1,25.1,,0,7.6,270,6,50,88.68
,,,,0,,,,,
23.3,23.3,23.3,,0,3.6,230,6,35,85.52
,,,,0,,,,,
,,,,0,,,,,
24.9,24.9,24.9,,0,5.4,250,2,13.3,84.29
27,27,27,29.2,0,0,0,3,0,74.14
29,29,29,32,0,9.4,80,4,27.5,65.98
29.9,29.9,29.9,32.5,0,7.6,140,6,31.7,59.76
30,30,30,31.9,0,13,120,10.5,27.5,55.08
31,31,31,33.7,0,16.6,90,10.5,27.5,55.32
30.9,30.9,30.9,33.7,0,18.4,90,10.3,28.3,56.09
31,31,31,33,0,18.4,80,10.5,27.5,52.01
31,31,31,32.4,0,16.6,70,10.5,27.5,48.88
30.2,30.2,30.2,32.5,0,14.8,80,10.5,30,56.5
29,29,29,31.4,0,14.8,90,10.5,27.5,62.06
28,28,28,30.7,0,14.8,110,10.5,27.5,69.92
27.4,27.4,27.4,30.2,0,18.4,120,10.5,45,74.89
27,27,27,29.2,0,14.8,130,10.5,27.5,74.14
27.1,27.1,27.1,29.3,0,13,130,11,30,74.15
26.7,26.7,26.7,28.5,0,7.6,160,10,0,73.03
,,,,0,,,,,
25,25,25,,0,7.6,190,10,0,78.5
25.2,25.2,25.2,,0,5.4,200,10,30,83.48
,,,,0,,,,,
,,,,0,,,,,
24.4,24.4,24.4,,0,0,,10,30,84.68
24,24,24,,0,7.6,290,5,27.5,88.6
24,24,24,,0,0,0,3,27.5,88.6
25.1,25.1,25.1,,0,0,,4,50,87.1
28.1,28.1,28.1,30.8,0,5.4,170,8,30,69.93
29,29,29,32,0,11.2,160,9,27.5,65.98
29.1,29.1,29.1,31.8,0,6.7,157,9,31.7,63.36
,,,,0,,,,,
30,30,30,32.6,0,11.2,90,10.5,27.5,58.58
30,30,30,32.8,0,12.4,87,10.3,31.7,59.44
,,,,0,,,,,
,,,,0,,,,,
30,30,30,32.9,0,14.8,70,10.5,35,60.95
,,,,0,,,,,
27.1,27.1,27.1,28.9,0,11.2,110,11,30,69.74
27.3,27.3,27.3,29.8,0,13.6,103,10.3,35,73.6
27,27,27,29.6,0,16.6,100,,27.5,78.78
27,27,27,29.6,0,13,90,10.5,27.5,78.78
26.4,26.4,26.4,,0,7.6,120,10.3,53.3,82.45
26,26,26,,0,13,120,10.5,50,83.57
26,26,26,,0,0,0,10.5,50,83.57
26.1,26.1,26.1,,0,11.2,210,8,50,83.57
25,25,25,,0,0,0,8,27.5,88.68
,,,,0,,,,,
24.3,24.3,24.3,,0,0,0,5,31.7,89.16
,,,,0,,,,,
,,,,0,,,,,
24.2,24.2,24.2,,5.1,0,,3,30,95.01
26.1,26.1,26.1,,0,5.4,200,5,30,78.65
28,28,28,31.3,0,13,140,10.5,27.5,74.3
29.1,29.1,29.1,32.7,0,19.1,110,10.3,28.3,68.46
30,30,30,33.3,0,231.5,120,10.5,27.5,62.28
30,30,30,32.6,0,22.3,90,10.5,27.5,58.58
30,30,30,33.3,0,18.6,93,10.3,21.7,62.28
,,,,0,,,,,
,,,,0,,,,,
29.3,29.3,29.3,32,0,20.3,95,10.5,30,62.14
,,,,0,,,,,
28,28,28,30.7,0,18.4,100,10.5,27.5,69.92
28.2,28.2,28.2,30.8,0,16.6,100,10,40,68.68
28,28,28,30.1,0,16.6,110,10.5,27.5,65.77
27.1,27.1,27.1,28.9,0,16.6,100,11,30,69.74
27.3,27.3,27.3,29.7,0,16.6,100,10.3,53.3,73.88
27,27,27,29.2,0,0,0,10.5,50,74.14
27,27,27,29.6,0,7.6,130,10.5,50,78.78
26.4,26.4,26.4,,0,13.6,103,10.3,50,77.9
26,26,26,,0,0,0,6,50,78.64
,,,,0,,,,,
25.4,25.4,25.4,,0,0,,8,40,86.07
24.1,24.1,24.1,,0,0,,5,30,88.6
23,23,23,,0,3.6,210,3,27.5,94.11
25.1,25.1,25.1,,0,0.9,190,3,30,87.89
28,28,28,30.7,0,14.8,120,8,27.5,69.92
29,29,29,32,0,13,120,11,27.5,65.98
29.1,29.1,29.1,32.3,0,14.8,110,10.3,28.3,66.4
30,30,30,33.3,0,16.6,90,10.5,27.5,62.28
30,30,30,34.1,0,18.4,90,10.5,27.5,66.18
30.1,30.1,30.1,33.3,0,22.3,100,10.3,28.3,61.05
30,30,30,34.1,0,22.3,100,10.5,27.5,66.18
29,29,29,32.7,0,22.3,90,10.5,27.5,70.11
29.3,29.3,29.3,33.5,0,20.3,100,10.5,40,70.17
28,28,28,30.7,0,24.1,100,10.5,27.5,69.92
28,28,28,30.1,0,24.1,100,8,27.5,65.77
28,28,28,30.7,0,23.5,93,8,35,69.79
27,27,27,29.2,0,20.5,90,8,27.5,74.14
27,27,27,28.8,0,22.3,90,7,27.5,69.74
27.2,27.2,27.2,29.7,0,18.4,90,7,35,74.78
27,27,27,29.2,0,20.5,90,7,27.5,74.14
,,,,0,,,,,
27.2,27.2,27.2,29.6,0,13,85,7,65,73.72
26,26,26,,0,3.6,,5,50,83.57
,,,,0,,,,,
25.9,25.9,25.9,,0.1,0,,5,80,88.75
,,,,0,,,,,
25,25,25,,0,0,0,5,27.5,88.68
25.3,25.3,25.3,,0,3.6,240,6,55,91.97
27.1,27.1,27.1,29.7,0,7.6,160,8,30,78.79
28,28,28,31.3,0,11.2,140,10.5,27.5,74.3
29,29,29,32.8,0,13,130,10.3,31.7,70.25
29,29,29,32.7,0,16.6,100,10.5,27.5,70.11
,,,,0,,,,,
30,30,30,33.3,0,18.4,110,10.3,28.3,62.9
30,30,30,33.3,0,22.3,90,10.5,27.5,62.28
29.1,29.1,29.1,32.9,0,20.5,80,11,30,70.12
29.1,29.1,29.1,32.9,0,20.5,80,10.5,45,69.92
28,28,28,31.3,0,18.4,100,10.5,27.5,74.3
27.1,27.1,27.1,29.3,0,20.5,100,11,30,74.15
27.5,27.5,27.5,29.8,0,24.1,100,10,15,69.84
,,,,0,,,,,
27,27,27,29.2,0,18.4,100,10.5,27.5,74.14
27.3,27.3,27.3,29.8,0,18.4,90,5.5,40,73.07
,,,,0,,,,,
26,26,26,,0,9.4,130,10.5,27.5,83.57
26.1,26.1,26.1,,0,5.4,150,10.5,85,84.59
,,,,0,,,,,
,,,,0,,,,,
26,26,26,,0,1.2,140,8,86,84.92
26,26,26,,0,3.6,70,8,89,83.57
25,25,25,,0,5.4,190,8,27.5,83.45
26,26,26,,0,5.4,140,8,45,84.07
,,,,0,,,,,
28,28,28,30.7,0,14.8,120,8,27.5,69.92
28.3,28.3,28.3,31.3,0,13,120,10.3,31.7,69.28
29,29,29,32,0,16.6,90,10.5,27.5,65.98
29,29,29,32.7,0,16.6,90,10.5,27.5,70.11
29.9,29.9,29.9,33.8,0,18.4,70,10,40,66.15
29.1,29.1,29.1,31.4,0,18.4,90,11,30,62.07
30,30,30,31.9,0,20.5,100,10.5,27.5,55.08
29.1,29.1,29.1,32.2,0,18.4,110,10.3,31.7,66
28,28,28,30.7,0,18.4,100,10.5,27.5,69.92
27,27,27,29.2,0,16.6,110,10.5,27.5,74.14
27.2,27.2,27.2,29.6,0,16.6,110,10.3,31.7,74.62
26,26,26,,0,14.8,110,10.5,0,73.97
26,26,26,,0,16.6,100,10.5,0,73.97
26.4,26.4,26.4,,0,14.8,100,10.3,10,72.54
26.1,26.1,26.1,,0,13,90,11,30,73.98
27,27,27,28.8,0,18.4,80,10.5,50,69.74
26.2,26.2,26.2,,0,7.6,40,10.3,28.3,78.99
,,,,0,,,,,
,,,,0,,,,,
26.1,26.1,26.1,,0,0,,8.5,55,83.82
25,25,25,,0,0,0,7,50,83.45
25,25,25,,0,0,0,4,89,83.45
25.2,25.2,25.2,,0,3.6,240,4,89.3,87.45
26,26,26,,0,5.4,210,4,89,83.57
28,28,28,31.3,0,5.4,150,8,50,74.3
28.1,28.1,28.1,31.3,0,13,110,9,55,73.2
29,29,29,32,0,14.8,120,10.5,27.5,65.98
29,29,29,32,0,16.6,110,10.5,27.5,65.98
29.8,29.8,29.8,32.4,0,20.5,80,10.3,51.6,59.74
30,30,30,31.9,0,22.3,100,10.5,27.5,55.08
29,29,29,30.8,0,18.4,100,10.5,27.5,58.35
29,29,29,31.5,0,18.4,100,10.3,60,62.32
28,28,28,30.1,0,16.6,110,10.5,50,65.77
27,27,27,28.8,0,14.8,110,10.5,27.5,69.74
27.1,27.1,27.1,29.4,0,14.8,110,10.3,35,73.71
27,27,27,28.8,0,16.6,110,10.5,27.5,69.74
,,,,0,,,,,
26.4,26.4,26.4,,0,10.6,107,10.3,51.6,73.13
,,,,0,,,,,
,,,,0,,,,,
26.4,26.4,26.4,,0,5.4,340,10,90,81.11
,,,,0,,,,,
,,,,0,,,,,
24.2,24.2,24.2,,0,7.6,270,10.5,60,80.34
23,23,23,,0,5.4,260,10.5,27.5,83.22
23.1,23.1,23.1,,0,3.6,260,4,30,83.23
23.9,23.9,23.9,,0,8.2,260,5,31.7,79.47
26,26,26,,0,0,0,5,27.5,73.97
27,27,27,28.8,0,7.6,120,5,27.5,69.74
28.1,28.1,28.1,30.9,0,4.2,90,5,28.3,70.37
,,,,0,,,,,
,,,,0,,,,,
29.1,29.1,29.1,31.5,0,14.8,90,8,28.3,61.71
,,,,0,,,,,
29,29,29,30.8,0,18.4,90,10.5,27.5,58.35
29.2,29.2,29.2,30.7,0,15.4,100,10.3,28.3,55.56
28.1,28.1,28.1,29.7,0,14.8,100,10,0,61.85
27.1,27.1,27.1,28.6,0,11.2,110,10,0,65.57
27.9,27.9,27.9,29.7,0,9.4,100,10,50,64.54
27.1,27.1,27.1,28.9,0,14.8,90,10,0,69.74
26,26,26,,0,14.8,100,10,0,73.97
25.4,25.4,25.4,,0,12.4,100,10.3,38.3,77.45
,,,,0,,,,,
